Protein IDs	Peptides	Unique peptides	Score	Intensity	Intensity P1_GLU	Intensity P10_FOS	Intensity P11_CYC	Intensity P12_GLU	Intensity P13_PBS	Intensity P14_CYC	Intensity P2_GLU	Intensity P3_PBS	Intensity P4_BAS1	Intensity P5_CYC	Intensity P6_FOS	Intensity P7_FOS	Intensity P8_PBS	Intensity P9_BAS2	Only identified by site	Reverse	Potential contaminant	id
V1.UC5-3_GL0039464;V1.UC50-1_GL0069601;O2.UC30-1_GL0036915;V1.CD31-0_GL0088556;V1.CD29-0_GL0035306;MH0422_GL0242066;V1.CD46-0_GL0122207;V1.CD21-0_GL0052186;T2D-31A_GL0042095;O2.UC7-1_GL0054011;556261.HMPREF0240_02794;V1.CD54-0_GL0012743;658655.HMPREF0988_00392;O2.CD1-0_GL0167219;MH0438_GL0085787;411490.ANACAC_01447;O2.UC22-2_GL0024555;MH0088_GL0076838;MH0370_GL0068176;V1.FI34_GL0148594;MH0270_GL0131682;MH0101_GL0022285;MH0245_GL0180671;V1.UC55-0_GL0247501;O2.UC20-1_GL0047494;MH0233_GL0099764;MH0433_GL0001912;V1.CD51-0_GL0130204;T2D-47A_GL0007257;V1.UC11-0_GL0088050;HT14A_GL0125000;MH0308_GL0099846;MH0188_GL0041391;V1.FI27_GL0179382;O2.UC48-0_GL0004719;O2.CD1-0-PT_GL0038249;MH0088_GL0108859;V1.FI34_GL0165552;V1.UC52-0_GL0170013;V1.FI33_GL0029362;V1.CD48-0_GL0109384;MH0422_GL0178685;T2D-62A_GL0014513;MH0212_GL0054059;MH0305_GL0037443;MH0274_GL0132344;V1.UC27-0_GL0121048;T2D-31A_GL0007349;O2.CD3-0-PT_GL0003480;MH0326_GL0071237;V1.FI18_GL0000222;MH0197_GL0127339;553973.CLOHYLEM_04783;T2D-62A_GL0031865;V1.CD3-0-PN_GL0089068	4	0	17.219	347970000	22636000	27293000	20518000	39316000	10771000	0	44579000	22451000	10188000	10803000	61390000	53995000	12621000	11407000				6820
V1.UC5-3_GL0074629;O2.UC48-0_GL0102815;V1.FI17_GL0221869;O2.UC40-1_GL0047011	7	1	5.2651	144990000	0	0	15699000	0	22399000	26703000	0	22726000	13450000	19579000	0	0	17086000	7347100				6821
V1.UC5-3_GL0104129	11	5	49.248	1268400000	0	8820200	139230000	0	213090000	277190000	0	237340000	98528000	112660000	0	4135800	120260000	57163000				6822
V1.UC5-3_GL0153907	4	1	2.4271	103650000	14537000	5355400	13745000	21169000	0	0	13752000	0	10177000	4698800	0	13501000	6709700	0				6823
V1.UC5-3_GL0172700;MH0336_GL0072897;MH0274_GL0147721;T2D-14A_GL0024187	5	5	12.374	576650000	31855000	17024000	67003000	17175000	81135000	102600000	38418000	58282000	52291000	25676000	34691000	17147000	22893000	10457000				6824
V1.UC5-3_GL0219328	1	1	7.261	124750000	0	0	19469000	0	16572000	19624000	5455600	22279000	0	24081000	0	0	17266000	0				6825
V1.UC5-3_GL0256305	2	2	3.5821	72213000	11313000	3801600	10515000	0	10147000	5667900	0	6575300	0	5818300	0	7920800	10454000	0				6826
V1.UC5-3_GL0261262;MH0336_GL0033270;V1.UC39-0_GL0087539;MH0457_GL0273398	4	3	5.1411	292560000	0	0	50592000	0	32488000	53920000	0	41728000	28520000	41333000	18983000	0	24994000	0				6827
V1.UC53-0_GL0000443;MH0002_GL0012192;MH0437_GL0266025;MH0197_GL0008074	21	0	11.723	2359600000	140590000	339850000	148130000	131230000	142680000	126050000	136640000	98649000	132190000	124860000	322410000	343080000	101760000	71535000				6828
V1.UC53-0_GL0024756;O2.UC23-2_GL0057013	12	0	3.6701	98705000	0	27565000	0	0	0	11391000	0	0	0	0	31655000	28094000	0	0				6829
V1.UC53-0_GL0031660;O2.UC48-2_GL0053759;MH0281_GL0103160;O2.UC48-2_GL0108646;O2.UC8-2_GL0132096;MH0131_GL0077300;MH0161_GL0032392;MH0192_GL0069031;O2.UC44-2_GL0057036;O2.UC46-1_GL0105699;O2.CD1-0-PT_GL0030697;V1.CD32-0_GL0063318;V1.UC52-1_GL0231755;V1.CD3-0-PN_GL0114833;V1.CD46-0_GL0138999;MH0169_GL0053061;MH0055_GL0006447;V1.CD20-4_GL0123434;V1.CD12-3_GL0095369;O2.UC15-1_GL0034580;MH0377_GL0178607;V1.CD48-0_GL0076751;MH0462_GL0101505;MH0211_GL0176214;NLM027_GL0086665;MH0456_GL0137558;MH0355_GL0249589;MH0314_GL0073603;O2.UC35-0_GL0046533;V1.CD3-0-PT_GL0034115;MH0288_GL0155238;MH0006_GL0217708;MH0437_GL0074867;V1.CD3-0-PN_GL0070267;V1.UC16-0_GL0040583;DOM016_GL0036136;DLM013_GL0037237;O2.UC32-1_GL0028813;O2.CD1-0_GL0216832;MH0100_GL0097368	10	7	18.25	1150400000	83957000	162510000	45535000	65534000	74459000	75953000	79544000	62523000	44947000	38733000	167840000	179670000	42313000	26903000				6830
V1.UC53-0_GL0050095	17	2	3.848	131270000	8097200	0	0	0	15643000	0	11249000	24999000	0	4452900	0	61211000	5612200	0				6831
V1.UC53-0_GL0091790;MH0206_GL0220733;MH0444_GL0058604;V1.CD50-0_GL0092963	9	0	46.025	2522300000	170650000	300960000	193490000	133570000	128830000	160580000	201920000	118490000	159870000	127850000	320650000	311580000	65744000	128120000				6832
V1.UC53-0_GL0093130;V1.UC54-0_GL0077588;V1.FI36_GL0193873;V1.CD21-0_GL0026206;MH0370_GL0039831;MH0086_GL0009216;O2.UC27-0_GL0102944;411459.RUMOBE_01487;O2.UC40-2_GL0042881;MH0161_GL0013731;MH0369_GL0048258;DLM008_GL0035950;V1.CD55-0_GL0075271;O2.CD3-0-PT_GL0013460;O2.UC7-1_GL0062131;DOF008_GL0031058;V1.UC16-0_GL0025235;V1.FI34_GL0170555;O2.CD1-0-PT_GL0081822;MH0115_GL0042118;V1.UC47-4_GL0033830;MH0086_GL0026157;ED9A_GL0087076;V1.UC56-0_GL0026599;V1.FI01_GL0162962;V1.FI07_GL0016264;NLM031_GL0042551;MH0370_GL0073494;V1.UC52-1_GL0219674;O2.UC35-2_GL0091392;V1.UC50-1_GL0179484;O2.UC1-1_GL0068568;V1.UC50-1_GL0071162;MH0374_GL0018045;MH0253_GL0179299;V1.UC26-0_GL0124252;MH0437_GL0124032;MH0462_GL0137679;O2.UC56-0_GL0086005;V1.FI29_GL0096455;O2.UC3-1_GL0006980;MH0170_GL0090201;N011A_GL0058297;MH0110_GL0074300;MH0191_GL0164097;V1.CD34-0_GL0096561;V1.UC13-3_GL0112090;O2.UC30-1_GL0064907;V1.UC59-0_GL0142447;MH0188_GL0075275;V1.FI26_GL0047235;V1.CD46-0_GL0127517;O2.UC24-1_GL0089524;V1.UC16-0_GL0031974;V1.FI34_GL0148582;O2.UC48-0_GL0164669;O2.UC20-1_GL0190898;T2D-62A_GL0021507;O2.UC11-2_GL0090828;MH0188_GL0199470;MH0088_GL0015273;MH0147_GL0123928;MH0089_GL0033080;MH0191_GL0193533;MH0438_GL0177399;MH0370_GL0022219;MH0276_GL0192031;MH0197_GL0142896;MH0189_GL0120004;MH0012_GL0121342;DLM011_GL0013174;MH0126_GL0022898;V1.CD55-0_GL0196347;O2.UC7-1_GL0117488;MH0009_GL0048770;MH0345_GL0017157;MH0001_GL0012335;MH0143_GL0012363;MH0053_GL0000194;V1.CD20-4_GL0116206;O2.UC18-1_GL0028999;O2.UC15-0_GL0000398;MH0437_GL0130972;MH0044_GL0017769;V1.FI18_GL0028696;MH0100_GL0040032;MH0396_GL0086256;MH0355_GL0021433;MH0149_GL0119305;MH0060_GL0030510;MH0031_GL0010460;MH0155_GL0026556;MH0035_GL0016154;MH0363_GL0084970;V1.UC51-4_GL0023225;SZEY-41A_GL0049088;T2D-102A_GL0117604;MH0067_GL0061521;V1.FI36_GL0253878;MH0230_GL0092304;T2D-41A_GL0009930	4	1	2.9478	36981000	4661800	8602600	0	0	0	0	0	0	0	2957100	9783100	10976000	0	0				6833
V1.UC53-0_GL0113807;O2.UC15-1_GL0144964;MH0415_GL0188915;MH0239_GL0162560;MH0203_GL0032845;V1.FI22_GL0148123;T2D-154A_GL0044208;N056A_GL0025327;MH0281_GL0031658;MH0124_GL0105127;MH0236_GL0098622;MH0197_GL0111025;O2.UC28-0_GL0009323;MH0188_GL0117945;O2.UC41-1_GL0151343;O2.UC7-1_GL0141245;MH0012_GL0233702;V1.UC56-0_GL0016754;MH0193_GL0075329;MH0385_GL0169781;MH0276_GL0093840;MH0118_GL0053264;V1.CD3-0-PN_GL0092900;O2.UC50-0_GL0088134;MH0389_GL0014594;MH0315_GL0089168;V1.CD32-0_GL0027647;V1.CD3-0-PN_GL0030049;T2D-102A_GL0074367;O2.CD3-0-PT_GL0083431;O2.CD3-0-PT_GL0030541;MH0370_GL0088003;MH0143_GL0045387;MH0113_GL0020185;MH0044_GL0006597;MH0173_GL0073322;DOM022_GL0057460;T2D-47A_GL0054790;556261.HMPREF0240_03300;V1.CD54-0_GL0023019;MH0193_GL0097613;MH0059_GL0097193;MH0065_GL0033293;O2.UC41-1_GL0166060;MH0377_GL0206874;O2.UC41-1_GL0071713;MH0350_GL0179454;V1.UC11-5_GL0042472;V1.UC55-0_GL0082383;T2D-11A_GL0133518;MH0035_GL0041946;MH0260_GL0126925;O2.UC35-0_GL0075905;V1.UC40-1_GL0017308;O2.UC16-2_GL0060871;V1.UC55-0_GL0196989;V1.CD51-0_GL0128143;MH0220_GL0014101;V1.UC42-0_GL0038442;MH0170_GL0050085;V1.UC40-0_GL0046177;MH0189_GL0051142;MH0389_GL0062981;MH0377_GL0221040;O2.CD3-0-PT_GL0194079;O2.UC15-0_GL0008563;MH0007_GL0003237;O2.UC6-0_GL0102757;O2.UC15-2_GL0121592;V1.FI18_GL0099586;MH0077_GL0039473;O2.UC19-1_GL0052842;MH0398_GL0089587;SZEY-48A_GL0027293;V1.FI29_GL0090618;MH0333_GL0093790;MH0247_GL0056338;ED10A_GL0089743;O2.CD3-0-PT_GL0144918;MH0328_GL0006361;MH0382_GL0055363;MH0399_GL0142177;NLF007_GL0002678;MH0447_GL0227151;O2.UC4-2_GL0028785;MH0006_GL0212215;V1.UC11-0_GL0051086;O2.UC28-1_GL0140935;V1.UC11-5_GL0147370;MH0355_GL0127969;MH0395_GL0163684;O2.CD3-0-PT_GL0140596;MH0070_GL0042282;O2.UC41-1_GL0091984;O2.CD3-0-PT_GL0079687;O2.UC48-0_GL0305885;MH0233_GL0022806;V1.CD34-0_GL0024107;MH0378_GL0069310;O2.UC41-1_GL0182877;O2.UC41-1_GL0041779;O2.UC31-2_GL0028256;V1.UC5-3_GL0193150;V1.CD46-0_GL0120439;V1.FI18_GL0029176;V1.CD2-0-PT_GL0087182;V1.UC50-1_GL0095833;O2.UC36-0_GL0152410;MH0370_GL0046302;O2.UC48-1_GL0179257;V1.CD4-0_GL0064126;T2D-31A_GL0058462;V1.UC55-0_GL0161889;MH0086_GL0003853;V1.CD1-0-PT_GL0142591;V1.CD12-3_GL0002445;O2.UC6-1_GL0140322;V1.CD55-0_GL0094910;V1.CD38-0_GL0145414;O2.UC8-1_GL0043887;V1.FI14_GL0199674;V1.UC50-1_GL0006000;O2.UC38-0_GL0006552;MH0220_GL0129696;V1.UC13-3_GL0039741;V1.CD32-0_GL0053279;MH0422_GL0026327;MH0012_GL0213376;T2D-31A_GL0028340;V1.UC11-5_GL0071119;MH0357_GL0124136;O2.UC30-2_GL0010215;SZEY-97A_GL0064426;V1.CD20-4_GL0111311;V1.CD35-0_GL0056939;706434.HMPREF9429_00091;MH0355_GL0135025;MH0164_GL0003799;MH0002_GL0024042;MH0086_GL0096257;MH0185_GL0025296;MH0388_GL0035702;V1.CD32-4_GL0110412;MH0239_GL0094258;V1.CD44-0_GL0063261;MH0247_GL0048511;MH0149_GL0070483;DLM005_GL0054587;MH0122_GL0103696;SZEY-20A_GL0002141;V1.UC16-0_GL0017650;V1.CD12-3_GL0015291;MH0381_GL0003284;V1.CD20-4_GL0129853;V1.CD22-0_GL0201719;MH0165_GL0011524;O2.UC30-2_GL0067589;V1.UC13-3_GL0145650;V1.FI18_GL0084417;V1.UC16-0_GL0007825;V1.UC16-0_GL0021860;MH0088_GL0030892;MH0451_GL0021608;V1.FI12_GL0047317;MH0389_GL0057761;O2.UC48-0_GL0078640;O2.UC6-1_GL0101445;V1.UC50-1_GL0148794;T2D-203A_GL0018180;T2D-35A_GL0023510;MH0065_GL0009405;N079A_GL0105376;V1.UC16-0_GL0000680;O2.UC41-1_GL0166530;T2D-187A_GL0013307;MH0244_GL0151895;V1.UC50-1_GL0012048;MH0303_GL0134813;V1.UC37-0_GL0029038;V1.UC52-1_GL0022453;NLF007_GL0043651;MH0260_GL0132420;MH0447_GL0053738	7	0	17.266	1509000000	92019000	125370000	98188000	82396000	117160000	122460000	73523000	114900000	106630000	104860000	160440000	138940000	101850000	70272000				6834
V1.UC53-0_GL0119346;MH0157_GL0000296;ED14A_GL0026398	8	0	71.716	3676800000	384790000	319270000	185220000	451520000	218340000	162740000	210280000	223480000	302460000	136570000	290940000	287180000	238950000	265030000				6835
V1.UC53-0_GL0157681;V1.FI10_GL0104764;N042A_GL0088161;V1.FI19_GL0135052;HT25A_GL0081226;V1.CD12-3_GL0022764	3	1	1.8214	11549000	0	11549000	0	0	0	0	0	0	0	0	0	0	0	0				6836
V1.UC53-4_GL0037562;O2.UC17-1_GL0080516;MH0370_GL0065223;MH0370_GL0107815;BGI-33A_GL0014467;MH0433_GL0041488;O2.UC11-2_GL0007765;V1.UC14-1_GL0039489;V1.UC22-1_GL0229809;MH0161_GL0115821	12	11	63.327	2342900000	408580000	80119000	138480000	250440000	106140000	204520000	514320000	159320000	31036000	123710000	94700000	116050000	93588000	21920000				6837
V1.UC53-4_GL0052710;V1.UC53-0_GL0152757	4	3	57.111	1278500000	90848000	233890000	7432500	88215000	44781000	15993000	124170000	31912000	68121000	26637000	249210000	249650000	31400000	16238000				6838
V1.UC54-0_GL0010819	2	1	2.9939	115150000	0	0	0	0	22522000	16534000	0	24346000	0	17586000	0	0	34165000	0				6839
V1.UC54-0_GL0029261;V1.CD32-0_GL0136948	18	0	3.9667	269300000	27624000	45084000	24456000	26950000	0	0	23303000	0	24671000	0	44967000	47125000	0	5122100				6840
V1.UC54-0_GL0045492	4	3	6.0534	129250000	0	36603000	0	9710500	15897000	0	0	792150	0	0	31740000	34503000	0	0				6841
V1.UC54-0_GL0117802	6	1	4.0774	109750000	2294600	9091700	13418000	2980400	7357000	8939600	4438500	6440900	9175200	10247000	0	7472400	11525000	16370000				6842
V1.UC54-0_GL0198338	14	4	42.446	13172000000	757330000	809810000	1529100000	812180000	1275700000	1340200000	848790000	1214400000	238770000	1272800000	1024600000	611260000	1261800000	175070000				6843
V1.UC55-0_GL0005730	1	1	2.2549	10182000	0	0	0	0	0	0	0	0	6519000	0	0	0	0	3663000				6844
V1.UC55-0_GL0007673;O2.UC48-0_GL0171601;V1.CD25-4_GL0160526	5	0	7.3969	133920000	0	0	0	2633000	0	0	0	0	72963000	0	0	0	6527900	51796000				6845
V1.UC55-0_GL0013492;DOF007_GL0029658;V1.UC56-0_GL0004131;V1.CD21-0_GL0062003;MH0044_GL0050513;MH0222_GL0068968	5	0	2.6086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				6846
V1.UC55-0_GL0014219;MH0410_GL0039813;SZEY-69A_GL0038577	14	1	9.6495	1097600000	66413000	62451000	113550000	70958000	102650000	89658000	59740000	88445000	94555000	98360000	44266000	44690000	97486000	64377000				6847
V1.UC55-0_GL0018516;V1.UC50-1_GL0200906;MH0087_GL0035141	7	0	23.618	731530000	45357000	24337000	57624000	46319000	54400000	52953000	44244000	65759000	84130000	62329000	24038000	29747000	69641000	70649000				6848
V1.UC55-0_GL0042518	3	1	2.0808	40166000	0	0	4598300	0	0	0	0	0	13245000	0	0	0	0	22323000				6849
V1.UC55-0_GL0064727;MH0200_GL0030129;MH0363_GL0154863	3	2	6.2873	880970000	15231000	43380000	100360000	55285000	69241000	93743000	13299000	73004000	65096000	99240000	81674000	29591000	82725000	59100000				6850
V1.UC55-0_GL0093746	4	1	5.9327	607200000	0	99552000	0	96506000	0	0	105950000	0	0	0	132200000	169980000	0	3019400				6851
V1.UC55-0_GL0106704;MH0251_GL0132439;O2.UC15-1_GL0147069;O2.CD3-0-PT_GL0054050;MH0088_GL0083560;V1.UC64-0_GL0159994;NOF012_GL0014594;MH0308_GL0147703;T2D-97A_GL0142701;NLF007_GL0091065;MH0433_GL0033152;MH0389_GL0166746;MH0385_GL0130290;MH0357_GL0136751;MH0338_GL0053979;MH0233_GL0079947;MH0212_GL0064504;MH0143_GL0143192;MH0120_GL0001513;MH0012_GL0173315;MH0437_GL0079014;MH0100_GL0162963;O2.CD3-0-PT_GL0000856;MH0386_GL0193882;MH0426_GL0143717;V1.CD55-0_GL0136768;MH0122_GL0089716;V1.CD54-0_GL0003905;MH0006_GL0202861;MH0267_GL0116427;MH0188_GL0103867;V1.UC53-0_GL0100242;O2.UC30-1_GL0133152;MH0003_GL0109085;V1.UC50-1_GL0198560;NOF005_GL0005358;MH0035_GL0051277;MH0421_GL0000726;MH0012_GL0071196;585501.HMPREF6123_2550;MH0006_GL0009952;NOM027_GL0021716;V1.UC42-0_GL0038696;V1.CD50-0_GL0132869;O2.CD3-0-PT_GL0013798;MH0189_GL0133842;MH0260_GL0011679;MH0389_GL0004214;MH0087_GL0043810;MH0351_GL0096017;MH0110_GL0011328;V1.UC11-5_GL0120593;V1.FI17_GL0008763;MH0088_GL0053913;MH0154_GL0113433;MH0322_GL0154036;V1.UC11-5_GL0142130;MH0193_GL0187112;MH0224_GL0096642;MH0189_GL0125142;O2.UC58-2_GL0001538;MH0402_GL0028272;DOM022_GL0066092;O2.UC19-1_GL0030743;MH0385_GL0149336;MH0004_GL0017989;T2D-45A_GL0121326;O2.UC36-2_GL0018594;MH0457_GL0088347;SZEY-74A_GL0140943;V1.CD34-0_GL0102078;O2.UC32-1_GL0134886;V1.CD6-0-PT_GL0083689;DOM017_GL0011700;V1.UC7-0_GL0019839;MH0437_GL0084441;MH0318_GL0141812;O2.UC46-1_GL0141453;MH0200_GL0180152;N037A_GL0122612;537013.CLOSTMETH_02096;V1.CD32-4_GL0111029;O2.UC48-0_GL0086388;MH0370_GL0024431;MH0239_GL0115071;MH0127_GL0010770;MH0104_GL0047902;MH0012_GL0223697;MH0003_GL0052955;MH0433_GL0190452;MH0406_GL0174022;MH0131_GL0153958;MH0373_GL0193845;MH0397_GL0079499;O2.UC12-1_GL0009398;MH0395_GL0203594;MH0113_GL0112981;V1.UC55-4_GL0014547;MH0145_GL0045836;MH0302_GL0064032;MH0016_GL0005120;V1.FI07_GL0040133;MH0040_GL0056986;N038A_GL0023995;O2.UC44-2_GL0248081;MH0212_GL0007072;O2.UC57-2_GL0064232;T2D-19A_GL0040589;MH0406_GL0089505;O2.UC19-1_GL0089480;MH0128_GL0057520;MH0120_GL0019165;MH0197_GL0054156;MH0399_GL0235787;V1.UC59-0_GL0023439;O2.UC19-2_GL0113902;MH0271_GL0005010;V1.FI17_GL0105786;MH0280_GL0167663;MH0428_GL0040990;V1.UC52-0_GL0138791;MH0334_GL0117627;O2.UC29-1_GL0145131;NLF013_GL0057188;MH0097_GL0104558;MH0373_GL0112952;MH0302_GL0101857;MH0197_GL0028018;MH0053_GL0042927;V1.FI14_GL0054858;O2.UC47-0_GL0142665;T2D-47A_GL0118880;MH0454_GL0160768;MH0153_GL0022591;MH0124_GL0136837;N035A_GL0028700;MH0345_GL0170291;MH0441_GL0205199;V1.UC54-0_GL0130366;HT14A_GL0054637;MH0399_GL0169945;MH0096_GL0059691;O2.UC6-1_GL0087574;MH0457_GL0267756;MH0286_GL0097520;MH0101_GL0089126;MH0318_GL0052012;MH0206_GL0023533;V1.UC50-1_GL0110292;MH0262_GL0014189;MH0012_GL0165466;V1.UC13-3_GL0111185;MH0345_GL0120254;NLF007_GL0047520;MH0329_GL0091279;MH0197_GL0188819;MH0006_GL0215295;MH0433_GL0130718;MH0318_GL0234409;MH0229_GL0135298;MH0229_GL0031300;MH0053_GL0048752;MH0432_GL0097446;O2.UC36-0_GL0126126;MH0193_GL0038617;MH0266_GL0023239;MH0351_GL0062164;MH0064_GL0028661;SZEY-10A_GL0079385;V1.UC11-0_GL0045821;MH0045_GL0047391;MH0131_GL0138140;MH0203_GL0016314;O2.UC34-2_GL0040527;V1.FI05_GL0053887;MH0356_GL0133052;MH0396_GL0052632;MH0096_GL0009953;MH0374_GL0067774	9	0	37.196	10355000000	706600000	990510000	812400000	769210000	768080000	695330000	704820000	715580000	462120000	712280000	1081100000	1053100000	585120000	298710000				6852
V1.UC55-0_GL0118814;O2.UC48-1_GL0089829;MH0157_GL0101970;O2.UC8-1_GL0008251;O2.UC50-2_GL0120375;V1.UC54-0_GL0078928;T2D-2A_GL0063698;MH0128_GL0012933;MH0447_GL0309059;V1.FI17_GL0227982;MH0369_GL0014737;V1.FI26_GL0165015;MH0338_GL0115963;O2.UC44-2_GL0048297;O2.UC41-0_GL0019111;V1.FI34_GL0154467;O2.UC24-1_GL0118213;O2.UC43-1_GL0029025;T2D-62A_GL0033620;MH0318_GL0202839;O2.UC48-0_GL0017830;V1.UC55-0_GL0004020;V1.FI33_GL0118711;BGI003A_GL0020972;MH0271_GL0093009;MH0351_GL0033229;V1.UC54-0_GL0183542;MH0086_GL0055755;MH0433_GL0142879;MH0391_GL0013153;MH0318_GL0237333;MH0002_GL0032606;V1.FI17_GL0124681;V1.FI17_GL0028504;MH0346_GL0097574;MH0147_GL0068383;HT14A_GL0060554;MH0428_GL0050279;HT14A_GL0081658;V1.UC17-2_GL0006915;V1.UC16-0_GL0053025;V1.CD3-0-PN_GL0067402;V1.CD15-3_GL0031719;O2.UC32-1_GL0089159;O2.UC19-1_GL0045311;MH0150_GL0074916;MH0006_GL0145274;V1.FI26_GL0045025;V1.FI05_GL0125419;V1.CD54-0_GL0057377;T2D-47A_GL0131158;T2D-31A_GL0042190;SZEY-10A_GL0077496;O2.CD3-0-PT_GL0009873;NLM032_GL0036361;MH0420_GL0088062;MH0399_GL0142030;MH0348_GL0071050;MH0336_GL0094415;MH0333_GL0015543;MH0287_GL0039050;MH0281_GL0138126;MH0252_GL0236557;MH0227_GL0079946;MH0206_GL0229486;MH0205_GL0134718;MH0172_GL0078398;MH0130_GL0067129;MH0130_GL0034230;MH0122_GL0006703;658655.HMPREF0988_00467;553973.CLOHYLEM_04465;V1.UC59-0_GL0032461;V1.UC55-4_GL0028272;V1.UC53-0_GL0074261;V1.UC31-4_GL0167604;V1.UC3-0_GL0076420;V1.CD32-0_GL0144733;V1.CD21-0_GL0032438;V1.CD20-0_GL0003951;V1.CD16-0_GL0124685;T2D-62A_GL0054937;T2D-108A_GL0052133;SZEY-74A_GL0106312;O2.UC48-0_GL0189501;O2.UC48-0_GL0176702;O2.UC41-1_GL0179958;O2.UC41-1_GL0006556;O2.UC35-0_GL0020429;O2.CD3-0-PT_GL0054048;O2.CD3-0-PT_GL0037968;O2.CD1-0-PT_GL0013663;MH0451_GL0255828;MH0423_GL0084160;MH0419_GL0104766;MH0416_GL0122816;MH0370_GL0135081;MH0370_GL0014364;MH0272_GL0133573;MH0239_GL0016822;MH0198_GL0164453;MH0145_GL0133883;MH0124_GL0017139;MH0035_GL0058885;585501.HMPREF6123_1938;V1.UC4-5_GL0125529;V1.UC4-5_GL0012937;V1.CD55-0_GL0096969;V1.CD21-0_GL0013266;O2.UC50-0_GL0022241;O2.UC48-0_GL0289108;MH0448_GL0001932;MH0370_GL0020160;MH0212_GL0162586;MH0071_GL0036120;V1.UC16-0_GL0025515;V1.CD3-0-PN_GL0005033;V1.CD19-0_GL0152112;MH0434_GL0076421;MH0369_GL0153235;MH0275_GL0026934;MH0272_GL0172940;MH0229_GL0144423;MH0212_GL0058892;MH0192_GL0083052;MH0137_GL0015620;MH0106_GL0004108;MH0043_GL0010219;MH0028_GL0009915;MH0021_GL0056468;O2.UC44-1_GL0099944;MH0357_GL0182003;MH0130_GL0061047;DLM013_GL0085187;DLF014_GL0046647;V1.UC64-0_GL0148361;O2.UC44-1_GL0168074;MH0435_GL0059707;MH0243_GL0035150;MH0217_GL0080272;MH0247_GL0150920;V1.UC49-1_GL0188791;V1.UC63-0_GL0076060;MH0447_GL0027827;O2.UC24-1_GL0152350;V1.CD55-0_GL0128614;V1.CD52-0_GL0108978;MH0325_GL0146009;V1.UC1-0_GL0115228;SZEY-35A_GL0129348;MH0229_GL0204542;MH0301_GL0025386;MH0297_GL0099400;HT25A_GL0076537;MH0170_GL0105343;NLF007_GL0055757;V1.UC17-2_GL0036674;V1.UC16-0_GL0079539;MH0370_GL0002052;O2.UC15-1_GL0095804;MH0448_GL0217865;MH0147_GL0017462;V1.CD3-0-PN_GL0131919;O2.UC11-1_GL0088598	3	0	3.9538	281270000	23494000	26328000	19252000	25239000	7879100	15215000	21052000	10144000	19528000	18617000	28289000	22669000	17293000	26274000				6853
V1.UC55-0_GL0181905;MH0330_GL0112139;O2.CD3-0-PT_GL0109359;MH0233_GL0052515;MH0206_GL0067405;MH0421_GL0167191;T2D-47A_GL0103384;V1.CD20-4_GL0025502;MH0419_GL0094648;DLM022_GL0011366;MH0153_GL0130149;MH0336_GL0104531;MH0188_GL0103532;T2D-46A_GL0023454;MH0236_GL0061999;MH0358_GL0033673;HT14A_GL0099231;MH0423_GL0108487;MH0338_GL0122858;MH0428_GL0106862;MH0393_GL0107104;MH0343_GL0138758;MH0150_GL0085915;V1.CD18-3_GL0026505;V1.CD16-0_GL0101878;V1.CD12-3_GL0086554;T2D-108A_GL0065269;O2.UC26-0_GL0038014;NLM023_GL0094777;MH0389_GL0189842;MH0372_GL0088210;MH0346_GL0001509;MH0338_GL0122860;MH0221_GL0028731;MH0130_GL0049518;MH0119_GL0095136;MH0088_GL0006499;MH0087_GL0017547;MH0054_GL0043475;MH0006_GL0007057;717608.CLS_23720;T2D-108A_GL0021259;MH0423_GL0108489;MH0268_GL0113888;MH0236_GL0010253;MH0130_GL0049516;MH0054_GL0043473;MH0406_GL0117392;SZEY-10A_GL0062637;NOM026_GL0040765;556261.HMPREF0240_02573;SZEY-22A_GL0013121;MH0272_GL0191260	8	0	3.3161	289570000	23949000	27101000	23589000	0	25895000	42597000	33351000	29473000	0	22588000	32471000	28556000	0	0				6854
V1.UC55-0_GL0182797;MH0086_GL0015368;MH0448_GL0017451;O2.UC48-0_GL0001810	5	2	13.448	1676200000	92930000	214820000	95508000	72605000	113040000	107420000	107430000	75589000	62014000	80277000	248990000	235790000	118790000	50981000				6855
V1.UC55-0_GL0191651;MH0253_GL0116098;MH0424_GL0079261	5	1	13.697	87394000	2508700	21952000	0	3710900	1749700	2863700	4394200	1259500	0	0	13836000	31372000	3747800	0				6856
V1.UC55-0_GL0198314	6	1	2.1368	75297000	9742100	9912200	0	5128300	0	0	8150900	8963600	0	0	0	14523000	7008500	11868000				6857
V1.UC55-4_GL0018111	10	0	1.6682	90739000	14271000	19913000	8743400	0	0	10458000	0	0	0	6435600	24456000	6462600	0	0				6858
V1.UC55-4_GL0026579	21	0	3.0433	31661000	0	5611400	0	0	0	0	0	0	14218000	0	0	0	0	11832000				6859
V1.UC55-4_GL0054800;NLF013_GL0055805	5	1	4.2781	47561000	0	7172200	12311000	0	0	0	0	10249000	0	0	0	10216000	7613200	0				6860
V1.UC55-4_GL0153411;MH0145_GL0021198;MH0090_GL0082001;MH0316_GL0032742;NLF013_GL0028615	8	1	1.8504	25508000	0	0	0	0	6171600	6357800	0	4703900	0	8275000	0	0	0	0				6861
