Protein IDs	Peptides	Unique peptides	Score	Intensity	Intensity P1_GLU	Intensity P10_FOS	Intensity P11_CYC	Intensity P12_GLU	Intensity P13_PBS	Intensity P14_CYC	Intensity P2_GLU	Intensity P3_PBS	Intensity P4_BAS1	Intensity P5_CYC	Intensity P6_FOS	Intensity P7_FOS	Intensity P8_PBS	Intensity P9_BAS2	Only identified by site	Reverse	Potential contaminant	id
MH0288_GL0054326;V1.CD3-0_GL0011621	8	8	18.566	1244500000	103520000	80934000	124420000	191100000	87801000	87815000	119980000	87479000	60006000	60555000	59088000	73212000	93313000	15235000				3920
MH0288_GL0062734;O2.UC32-1_GL0039940;MH0143_GL0043781;O2.UC30-2_GL0136331;MH0396_GL0169955	9	0	4.164	335600000	18553000	26554000	41990000	17292000	20276000	40394000	10427000	33135000	1095800	42930000	37978000	17250000	26049000	1674800				3921
MH0288_GL0092170	2	1	1.562	508650000	43870000	31583000	10776000	36239000	30770000	34743000	29107000	26687000	124150000	0	32365000	27822000	27203000	53339000				3922
MH0288_GL0103047;O2.UC57-2_GL0049799;MH0233_GL0037571	7	1	3.2809	135730000	13913000	13515000	15758000	9854700	14232000	14989000	0	0	7577300	0	4458400	19542000	16689000	5202100				3923
MH0288_GL0120022;T2D-62A_GL0010017;MH0322_GL0008880;MH0421_GL0077873;MH0251_GL0079950;MH0127_GL0086034;BGI-28A_GL0031636	3	1	5.004	118970000	12040000	12677000	7107100	12112000	16062000	18182000	12007000	12584000	0	0	0	16201000	0	0				3924
MH0288_GL0132123	4	4	3.8915	494930000	0	0	118580000	0	82335000	61639000	0	80397000	0	70260000	0	20004000	61715000	0				3925
MH0288_GL0145856;MH0411_GL0081975;MH0243_GL0108428;MH0314_GL0122478;MH0003_GL0040141;MH0092_GL0078623;MH0189_GL0140118;MH0187_GL0015592;O2.UC58-0_GL0090468;MH0055_GL0057543;T2D-107A_GL0080229;V1.CD27-0_GL0010684;MH0257_GL0132488;MH0429_GL0110181;MH0116_GL0006731;N089A_GL0075450;DLM018_GL0041390;MH0036_GL0012478;MH0189_GL0074088;MH0189_GL0153940;MH0200_GL0157604;MH0187_GL0060736;MH0163_GL0030023;MH0138_GL0002325;MH0175_GL0050200;V1.CD6-0-PT_GL0042743;MH0189_GL0074613	21	3	217.64	16972000000	1593400000	1056400000	1183900000	2155300000	990570000	1016900000	1565200000	1197500000	499600000	1213400000	1369200000	1284700000	1407100000	438850000				3926
MH0288_GL0165781	11	1	20.149	1465300000	0	0	18487000	0	487150000	6182300	0	0	0	953450000	0	0	0	0				3927
MH0288_GL0165782	1	1	1.803	5482500	0	0	0	0	0	0	0	0	0	0	0	0	5482500	0				3928
MH0288_GL0180593;V1.UC58-4_GL0219780;MH0197_GL0110927;MH0253_GL0172427;O2.UC11-2_GL0035599;MH0456_GL0059612;MH0426_GL0148074;MH0347_GL0075161;V1.UC59-0_GL0181425;DOM012_GL0070333;V1.CD15-3_GL0025003;MH0090_GL0009972;V1.CD34-0_GL0069476;MH0160_GL0087902;MH0366_GL0102092;MH0321_GL0100259;MH0203_GL0038101;MH0195_GL0006960	15	0	10.997	867320000	51730000	59326000	41609000	56980000	28234000	39770000	58805000	44975000	151060000	57912000	53839000	58504000	34756000	129820000				3929
MH0289_GL0035988	23	0	2.524	209060000	13922000	13986000	12225000	12806000	19587000	15756000	19060000	15268000	15001000	12799000	20047000	18659000	9726000	10217000				3930
O2.UC32-1_GL0031872;O2.CD2-0_GL0008007;MH0452_GL0028487;MH0289_GL0069250;V1.FI06_GL0075417;T2D-176A_GL0067676	1	1	1.8841	19109000	6320800	0	0	5434300	0	0	7353600	0	0	0	0	0	0	0				3931
N051A_GL0052937;MH0377_GL0219101;MH0289_GL0083244;O2.UC46-1_GL0140289;MH0392_GL0055721;MH0354_GL0085235;MH0088_GL0109675;MH0350_GL0017457;V1.CD6-0-PT_GL0114786	14	3	48.622	2689000000	135610000	126590000	169910000	260850000	228340000	140220000	142830000	224360000	369550000	129260000	125770000	108790000	200090000	326770000				3932
MH0289_GL0155628;NLM010_GL0002009;NLM023_GL0036923;T2D-59A_GL0028676;T2D-70A_GL0163959;DOM005_GL0012999	16	16	74.653	2680600000	188150000	239280000	226690000	144380000	260760000	163780000	189320000	207850000	73036000	179030000	261180000	304730000	189250000	53199000				3933
MH0290_GL0060185;MH0003_GL0015577;MH0314_GL0061399;V1.UC57-0_GL0206754;T2D-70A_GL0097591	6	0	1.4799	452240000	38478000	37891000	33298000	50870000	27870000	17872000	42937000	34154000	16815000	34005000	35411000	44248000	29929000	8467000				3934
MH0290_GL0098639	19	0	14.6	159380000	0	0	30298000	0	24451000	24827000	0	21962000	0	25103000	0	0	32744000	0				3935
MH0290_GL0107279;MH0391_GL0069327;NLM005_GL0046005;O2.UC8-0_GL0033826;T2D-73A_GL0042628;O2.UC53-0_GL0170553;NOF010_GL0078784;MH0239_GL0064900;MH0012_GL0236663;MH0192_GL0059233;V1.FI07_GL0060597;MH0355_GL0124116;MH0314_GL0175431;MH0281_GL0071486;MH0265_GL0030658;MH0106_GL0122175;MH0105_GL0003007;MH0057_GL0038933;MH0047_GL0032774;MH0020_GL0064291;MH0011_GL0068386;MH0006_GL0186154;DLF002_GL0038490;MH0253_GL0193416;MH0440_GL0075808;MH0198_GL0127584;MH0011_GL0026758;O2.UC24-1_GL0163569;T2D-110A_GL0034070;V1.UC22-1_GL0133792	4	1	3.0652	116790000	17737000	0	11786000	13050000	0	9522400	20010000	14159000	0	16566000	0	3027100	10928000	0				3936
MH0382_GL0057841;MH0290_GL0142605	4	2	17.681	137620000	18830000	18426000	0	17618000	0	0	8878800	0	34985000	0	10149000	9927600	6889300	11913000				3937
MH0292_GL0016286;MH0247_GL0059235;O2.UC44-0_GL0007186;MH0420_GL0102265	2	0	3.6859	205990000	9214600	0	29519000	8729300	25596000	32442000	15100000	29464000	9780700	23685000	0	0	22459000	0				3938
MH0292_GL0022400;V1.CD20-4_GL0148236;SZEY-30A_GL0000519;NOM009_GL0080004;MH0197_GL0065762;V1.CD24-0_GL0126929	8	0	65.696	788420000	12879000	27454000	138920000	15534000	96136000	97818000	0	139180000	0	111260000	31670000	14758000	102810000	0				3939
MH0415_GL0164161;MH0292_GL0056022	7	1	5.4863	529290000	0	53542000	88907000	0	58658000	59439000	0	53995000	0	96328000	0	38898000	79521000	0				3940
V1.UC53-0_GL0039803;MH0292_GL0102568	1	1	28.378	124800000	0	23948000	0	0	0	22410000	0	0	20183000	0	23585000	34677000	0	0				3941
MH0292_GL0123590	4	1	68.244	502620000	0	0	67826000	0	88544000	86928000	0	72266000	0	66052000	0	13458000	107540000	0				3942
MH0293_GL0007080;NLF002_GL0020943;V1.FI34_GL0139644;O2.UC13-0_GL0061043;MH0204_GL0066991;O2.UC55-0_GL0016980;MH0007_GL0040106;V1.UC47-4_GL0168421;MH0143_GL0025217;MH0303_GL0119695;MH0006_GL0047986;MH0011_GL0104430	4	4	8.0025	498650000	0	17408000	101350000	0	29488000	75804000	0	78243000	1667000	81001000	14294000	17280000	82120000	0				3943
MH0293_GL0048774	1	1	2.3908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3944
MH0293_GL0051703;O2.UC18-1_GL0183320	12	0	-2	115280000	0	0	27173000	0	0	27164000	0	20766000	0	9305300	0	0	22673000	8199800	+			3945
MH0293_GL0068588	2	1	2.885	92790000	10377000	4769200	10113000	4944100	0	7512300	16372000	0	23969000	0	0	0	6432800	8300500				3946
MH0293_GL0072012;O2.UC15-0_GL0090168	7	0	3.3192	85914000	7060400	6281300	7805600	5738500	7667800	0	7380500	7340000	10370000	0	6758800	0	10021000	9490200				3947
MH0293_GL0090794;MH0057_GL0017669;MH0068_GL0004176;MH0448_GL0151771	30	0	12.645	401790000	37115000	11247000	22485000	26645000	29357000	29397000	46021000	36639000	29778000	21541000	28363000	32531000	32359000	18312000				3948
MH0293_GL0097281	4	4	39.438	1310400000	42459000	0	206360000	37108000	178100000	192120000	0	208910000	0	240470000	0	0	204860000	0				3949
O2.UC20-1_GL0067294;MH0293_GL0117639;MH0003_GL0111991;MH0062_GL0062936;MH0189_GL0071569;V1.UC43-0_GL0070522;O2.UC52-2_GL0083319;MH0378_GL0114854;MH0198_GL0081244;MH0124_GL0143104;MH0012_GL0163467;MH0220_GL0000799;MH0336_GL0025567	5	0	1.8346	166570000	12201000	14567000	17336000	12922000	15743000	11237000	0	17243000	9228100	19831000	11722000	24544000	0	0				3950
MH0293_GL0191770;ED9A_GL0082918;MH0104_GL0114209;MH0103_GL0004250;MH0345_GL0028393;MH0277_GL0002141;O2.UC15-0_GL0098498	13	2	9.9166	578890000	0	47662000	81475000	11411000	79633000	90381000	0	41105000	11462000	89319000	63181000	12452000	50807000	0				3951
MH0298_GL0033265;MH0187_GL0131789	19	0	24.468	655530000	41582000	41301000	0	36132000	0	28057000	192940000	13381000	19935000	14926000	47475000	28180000	170600000	21020000				3952
MH0298_GL0036864;T2D-135A_GL0003964;V1.UC45-0_GL0062180;O2.UC8-0_GL0097285;MH0152_GL0041701;V1.CD4-0_GL0051645;V1.UC26-4_GL0155657;T2D-118A_GL0079952;MH0407_GL0161182;MH0337_GL0000401	16	0	48.227	3552000000	394740000	262990000	279140000	483610000	194310000	188100000	251280000	144660000	198770000	240210000	280620000	188530000	267940000	177150000				3953
MH0298_GL0040531;SZEY-27A_GL0014470;MH0192_GL0115418;MH0328_GL0018219;O2.UC35-1_GL0059765;MH0386_GL0101220;MH0415_GL0137058;MH0452_GL0071219;MH0428_GL0128189;MH0152_GL0076099;ED13A_GL0074612;MH0252_GL0096193;MH0158_GL0033654;MH0070_GL0071069;MH0196_GL0145792;MH0337_GL0063720;N022A_GL0114705;MH0253_GL0092798;MH0116_GL0023492;MH0159_GL0110201;V1.FI33_GL0066885;O2.UC41-0_GL0027803;MH0267_GL0040868;MH0262_GL0167980;O2.UC31-2_GL0064827	9	0	6.7598	1133000000	69342000	40129000	80483000	97272000	107300000	150330000	48884000	98739000	60000000	57238000	51002000	71598000	110390000	90325000				3954
MH0298_GL0115106;MH0006_GL0216336;MH0222_GL0030399;MH0163_GL0000469	10	0	-2	37492000	0	0	0	0	0	5108900	5800200	11198000	8094800	0	0	0	0	7289300	+			3955
O2.UC52-0_GL0088151;MH0298_GL0152696;BGI-15A_GL0066044	3	3	8.0338	134130000	5656000	4200000	10081000	0	11086000	19673000	5405300	28236000	0	18057000	6485000	6179400	19071000	0				3956
MH0298_GL0162518	7	2	26.279	2037100000	139510000	74388000	258150000	190200000	205980000	168100000	147250000	204590000	73761000	200020000	53958000	78220000	171450000	71498000				3957
MH0298_GL0169544	4	2	5.4963	41148000	0	0	0	14627000	26521000	0	0	0	0	0	0	0	0	0				3958
T2D-70A_GL0048416;V1.CD3-3-PN_GL0051035;MH0298_GL0173895	1	1	1.7476	2508700	0	0	0	0	0	0	0	0	0	0	0	0	2508700	0				3959
MH0298_GL0176223	27	0	57.096	3344800000	495390000	256040000	172870000	458870000	153160000	151760000	391590000	141790000	152640000	149630000	278840000	255380000	141510000	145300000				3960
MH0299_GL0062943	6	0	2.134	2915100000	42493000	722060000	23606000	47478000	0	0	0	23279000	53802000	0	1357500000	644910000	0	0				3961
MH0301_GL0022139;V1.FI18_GL0112452;MH0410_GL0151827	18	1	2.7115	227920000	51490000	0	28584000	30302000	0	36679000	0	24942000	0	27134000	0	0	28793000	0				3962
MH0301_GL0034028	2	1	1.4844	45642000	10485000	0	0	11789000	0	0	14663000	0	0	0	0	0	0	8705600				3963
MH0301_GL0109179	7	0	5.3005	323350000	0	43280000	40928000	0	36505000	35797000	0	24819000	11039000	30803000	25789000	38105000	23547000	12737000				3964
MH0301_GL0121864;V1.UC49-0_GL0020682;V1.UC42-0_GL0125013;O2.CD3-0-PT_GL0045382	2	1	2.8852	153820000	0	15874000	24296000	28846000	0	30293000	30774000	0	4698500	7637600	0	11399000	0	0				3965
MH0301_GL0136588	2	2	2.1738	36025000	6868800	0	0	12361000	0	0	6969300	0	4639100	0	0	0	0	5187200				3966
MH0302_GL0071069;MH0234_GL0021153;MH0200_GL0114108;O2.UC36-0_GL0182579;V1.UC13-3_GL0088735;DLM019_GL0092980;V1.UC13-3_GL0101670;V1.UC13-0_GL0076041;V1.UC11-5_GL0064433;T2D-11A_GL0058443;MH0329_GL0213122;MH0262_GL0142676;O2.UC11-1_GL0080561;MH0062_GL0001730;MH0370_GL0078678;MH0003_GL0014436;N038A_GL0032176;MH0083_GL0017571;HT14A_GL0078147;DLF012_GL0010192;MH0002_GL0027510;MH0101_GL0010784;MH0433_GL0092679;MH0275_GL0038792;HT14A_GL0037128;MH0336_GL0087438;MH0203_GL0127570;T2D-107A_GL0036317;V1.UC58-4_GL0018568;MH0441_GL0151894;MH0197_GL0197300;V1.FI05_GL0042564	2	2	6.3013	483670000	10273000	0	79566000	7479900	87055000	66361000	8225800	82895000	5467800	49347000	0	12917000	74084000	0				3967
MH0302_GL0073652;SZEY-08A_GL0035717;MH0366_GL0133960;MH0068_GL0030966	16	2	8.7493	397600000	25488000	11562000	48240000	33888000	43083000	19754000	26942000	39243000	0	46521000	53373000	0	43624000	5881400				3968
MH0381_GL0081443;MH0302_GL0078350;DOM005_GL0012997;N085A_GL0012920;MH0414_GL0081366;MH0025_GL0036296;T2D-135A_GL0117272;MH0143_GL0071302;O2.UC38-0_GL0023445;MH0152_GL0069655;MH0055_GL0005844;MH0004_GL0001370;NOM023_GL0029008;T2D-113A_GL0067489;MH0101_GL0092731;NOF010_GL0069974;MH0321_GL0094512;MH0267_GL0193404;O2.UC1-1_GL0077096;DOM010_GL0061309;T2D-127A_GL0068004;MH0178_GL0097895;SZEY-43A_GL0034409;MH0382_GL0091060;MH0069_GL0074806;MH0055_GL0057898;MH0407_GL0163726;MH0239_GL0083329;N040A_GL0063171;MH0006_GL0150948;MH0198_GL0155885;MH0243_GL0033284;MH0238_GL0052539;MH0004_GL0014756;MH0165_GL0032681;MH0265_GL0157490;MH0192_GL0160178;MH0181_GL0138030;MH0318_GL0221938;MH0402_GL0015855;MH0138_GL0046255;V1.CD19-0_GL0129138;MH0181_GL0026139;MH0107_GL0046591;MH0047_GL0030240;MH0047_GL0015861;MH0011_GL0056596;MH0006_GL0128733;DOF006_GL0025552;DLF004_GL0021968;MH0138_GL0043852;T2D-8A_GL0055997;O2.UC24-2_GL0062920;MH0314_GL0021501;MH0298_GL0032801;MH0192_GL0113592;MH0274_GL0166523;MH0200_GL0184635;MH0187_GL0064587;MH0117_GL0089039;MH0274_GL0150168;MH0141_GL0124253;MH0002_GL0063674;O2.UC30-1_GL0004160;MH0284_GL0097403;MH0222_GL0136381;NOF009_GL0018686;V1.CD43-0_GL0118984;MH0452_GL0057679;MH0427_GL0093816;MH0441_GL0098145;O2.UC28-1_GL0136220	9	0	2.2932	57240000	12752000	0	0	18357000	0	0	12945000	0	0	0	2915800	0	10271000	0				3969
MH0302_GL0093326	5	0	2.7724	57679000	0	11800000	0	0	0	19207000	0	0	0	0	0	0	26672000	0				3970
MH0303_GL0020465;V1.UC56-0_GL0026602;MH0435_GL0008629;V1.CD27-0_GL0116437;V1.CD20-4_GL0011860;O2.UC47-2_GL0070794;O2.UC48-0_GL0084381;N089A_GL0009984;T2D-178A_GL0048986;ED9A_GL0012293;V1.UC42-0_GL0141908;MH0260_GL0018465;MH0389_GL0005044;V1.UC40-1_GL0034158;O2.UC12-1_GL0158908;MH0247_GL0048314;MH0185_GL0118887;MH0055_GL0053546;MH0019_GL0025224;MH0143_GL0007384;MH0318_GL0065889;MH0091_GL0045014;MH0086_GL0087955;V1.FI17_GL0054834;V1.CD21-4_GL0033181;MH0006_GL0104090;O2.UC41-1_GL0066465;O2.UC15-1_GL0129239;O2.UC15-0_GL0047414;MH0188_GL0068096;MH0130_GL0020587;V1.UC50-1_GL0045244;MH0370_GL0077790;MH0346_GL0065838;MH0239_GL0010289;MH0161_GL0176161;MH0127_GL0062669;MH0101_GL0100241;MH0100_GL0131279;MH0047_GL0002489;MH0008_GL0010464;V1.UC53-0_GL0090862;V1.UC47-4_GL0000849;V1.FI24_GL0157909;V1.CD2-0-PN_GL0054454;O2.UC37-1_GL0008731;O2.CD1-0-PT_GL0030553;MH0389_GL0162161;MH0377_GL0011151;MH0336_GL0019823;MH0131_GL0064139;MH0011_GL0051157;ED9A_GL0100011;BGI-28A_GL0066577;457421.CBFG_05365;V1.CD54-0_GL0077802;O2.UC32-2_GL0104714;O2.CD3-0-PT_GL0078915;MH0435_GL0074248;MH0193_GL0004129;V1.UC55-0_GL0074109;O2.UC27-0_GL0027141;O2.CD1-0-PT_GL0033414;MH0450_GL0121924;556261.HMPREF0240_04108;O2.UC30-0_GL0079556;O2.UC18-1_GL0041974;MH0410_GL0028684;MH0188_GL0144164;MH0039_GL0059446;T2D-11A_GL0078328;MH0188_GL0148996;T2D-61A_GL0029010;T2D-47A_GL0114007;O2.CD1-0_GL0120331;MH0372_GL0053559;MH0358_GL0004507;V1.FI05_GL0088846;MH0087_GL0009797;MH0212_GL0112276;MH0143_GL0046015;T2D-31A_GL0027313;O2.UC37-2_GL0039689;O2.UC15-0_GL0026853;O2.CD3-0-PT_GL0059638;MH0149_GL0051105;MH0006_GL0036820	2	2	2.2325	207160000	3132300	11089000	22082000	0	34719000	28531000	8387600	17136000	15407000	17212000	13945000	11937000	23583000	0				3971
MH0303_GL0079397;O2.UC47-2_GL0021424	26	0	31.118	2943000000	73721000	413820000	211380000	73728000	296860000	250440000	93926000	202420000	54672000	201640000	359750000	483270000	196970000	30424000				3972
MH0303_GL0092793;MH0402_GL0120116	4	4	8.8949	757510000	22483000	33995000	106300000	19920000	106880000	67037000	22105000	117190000	16714000	61164000	36352000	40295000	88546000	18534000				3973
MH0303_GL0112200;MH0409_GL0129974	1	1	2.2706	131630000	30405000	0	11312000	19037000	8887900	0	34153000	3692700	6117100	0	7764900	7210600	0	3049400				3974
MH0303_GL0181473	1	1	1.8586	113350000	0	0	0	5344000	25006000	25575000	5012100	10416000	4837000	28769000	0	8390200	0	0				3975
MH0303_GL0194078	2	2	4.8157	614270000	34406000	68987000	7709600	86943000	0	37773000	56807000	46466000	59061000	42240000	56837000	44258000	35217000	37567000				3976
MH0305_GL0016638;MH0143_GL0090566;MH0431_GL0085350;MH0118_GL0008509;MH0433_GL0013485;MH0442_GL0009627;MH0408_GL0209958;V1.UC38-4_GL0012889;MH0390_GL0084114;MH0197_GL0158229;MH0413_GL0052933;V1.FI14_GL0209596;MH0131_GL0078982;DLM008_GL0010177;O2.UC6-0_GL0040780;V1.UC52-1_GL0034023;O2.UC19-2_GL0048996;V1.UC17-2_GL0135025	7	0	2.2616	264530000	18591000	30139000	11366000	13143000	12077000	16139000	24874000	8491000	15114000	6917400	53313000	37495000	10181000	6688100				3977
V1.FI24_GL0130726;MH0377_GL0008253;MH0385_GL0078897;MH0305_GL0033408;MH0370_GL0062249;MH0351_GL0018945;MH0370_GL0053645;V1.FI15_GL0149987;V1.FI15_GL0047085;O2.UC48-1_GL0204330;T2D-19A_GL0010813;V1.CD55-0_GL0046062;O2.UC36-0_GL0002546;SZEY-35A_GL0106995;V1.UC35-4_GL0082454;MH0374_GL0175897;V1.UC40-1_GL0150407;O2.UC30-1_GL0036816;V1.UC55-0_GL0011935;T2D-62A_GL0001353;MH0438_GL0170745;V1.UC50-1_GL0104066;V1.UC16-0_GL0037729;V1.FI33_GL0133807;MH0101_GL0087547;MH0413_GL0047230;V1.UC52-1_GL0093639;T2D-149A_GL0087520;MH0389_GL0005917;O2.UC41-1_GL0152650;V1.CD12-3_GL0094305;V1.CD29-0_GL0130366;V1.UC54-4_GL0018425;MH0239_GL0133980;V1.UC56-0_GL0001062;V1.FI33_GL0089953;V1.FI17_GL0041667;V1.CD54-0_GL0107098;V1.CD21-0_GL0026139;T2D-61A_GL0009583;O2.UC9-1_GL0131051;O2.UC8-1_GL0181079;O2.UC48-0_GL0299957;O2.UC35-0_GL0160385;O2.UC15-1_GL0130606;O2.CD2-0-PT_GL0061531;O2.CD2-0-PT_GL0047661;O2.CD1-0_GL0157866;N032A_GL0013822;MH0372_GL0095739;MH0372_GL0065068;MH0358_GL0017249;MH0341_GL0120316;MH0260_GL0125590;MH0246_GL0012327;MH0239_GL0081931;MH0221_GL0025536;MH0103_GL0010074;MH0087_GL0047389;MH0037_GL0035374;MH0006_GL0137095;556261.HMPREF0240_03442;457421.CBFG_02854;V1.UC52-1_GL0132898;V1.CD32-0_GL0168500;V1.CD12-3_GL0055369;O2.UC23-2_GL0063867;O2.UC19-1_GL0038763;O2.CD3-0-PT_GL0019493;MH0443_GL0128788;MH0341_GL0024719;MH0316_GL0214918;MH0247_GL0014851;MH0198_GL0151549;MH0161_GL0117643;MH0143_GL0159866;MH0131_GL0017749;V1.FI36_GL0223424;V1.CD46-0_GL0019618;V1.CD21-0_GL0069632;O2.UC36-0_GL0177419;O2.UC2-1_GL0022870;O2.CD1-0-PT_GL0006278;MH0420_GL0074610;MH0370_GL0088988;MH0035_GL0002019;MH0012_GL0138168;MH0006_GL0061052;V1.CD7-4_GL0084255;V1.CD3-0-PN_GL0029115;T2D-62A_GL0005266;T2D-31A_GL0016507;MH0088_GL0081545;553973.CLOHYLEM_06135;MH0406_GL0098268;MH0361_GL0061165;MH0145_GL0074229;HT14A_GL0047563;MH0147_GL0118416;V1.FI19_GL0141407;V1.CD20-4_GL0152605;MH0188_GL0005946;V1.UC63-0_GL0191325;V1.UC4-5_GL0089114;O2.CD3-0-PT_GL0019276;V1.UC2-4_GL0066417;T2D-31A_GL0043492;V1.UC9-0_GL0026582;T2D-22A_GL0063034;MH0127_GL0069085;T2D-47A_GL0059369;T2D-11A_GL0030161;V1.UC38-4_GL0173625;V1.FI12_GL0164850;V1.UC54-0_GL0137811;HT14A_GL0002123;V1.CD2-0-PT_GL0026172;MH0047_GL0030154;V1.FI18_GL0063001;T2D-11A_GL0083069;O2.UC28-2_GL0019408;O2.UC24-2_GL0058780;V1.FI18_GL0006212;MH0433_GL0209310;T2D-154A_GL0034006;O2.CD3-0-PT_GL0183558;MH0462_GL0022534;MH0087_GL0018461;T2D-47A_GL0028088;O2.CD3-0-PT_GL0112271;O2.CD3-0-PT_GL0108363;MH0377_GL0146093;MH0336_GL0033543;MH0335_GL0038169;MH0239_GL0142604;MH0188_GL0001558;MH0006_GL0225097;V1.UC55-0_GL0110998;V1.UC26-0_GL0106742;MH0211_GL0028163;V1.CD46-0_GL0140178;V1.CD12-3_GL0014247;MH0239_GL0066570;T2D-77A_GL0062317;V1.FI05_GL0121961;MH0239_GL0128916;V1.UC11-5_GL0024212	3	1	2.0242	68253000	0	8381200	0	0	5721300	0	14444000	6528500	3390600	9399900	6547000	13840000	0	0				3978
MH0305_GL0038208;MH0321_GL0036415	7	1	4.5529	371000000	47201000	35193000	0	43514000	24525000	17083000	21129000	39897000	19196000	35651000	0	31906000	36389000	19319000				3979
MH0305_GL0048184;V1.UC27-0_GL0147225;MH0002_GL0066386;O2.UC19-2_GL0052706;MH0192_GL0002632;T2D-11A_GL0036279	8	0	3.6903	279470000	32927000	19977000	11438000	36160000	16675000	26542000	22699000	0	6331700	23351000	28938000	34969000	13004000	6460200				3980
MH0305_GL0063281;O2.UC16-1_GL0115547	42	0	18.885	1092500000	83117000	83081000	93894000	72278000	71787000	38428000	65357000	87333000	74937000	63302000	107960000	86175000	88269000	76539000				3981
MH0305_GL0085363	1	1	11.867	57910000	0	0	11055000	0	9158200	10565000	0	9145200	0	8763200	0	0	9223100	0				3982
MH0305_GL0100771	22	1	7.1779	131230000	7664400	13496000	0	26296000	7283500	10247000	11392000	10977000	0	7615200	9966400	8746700	5149500	12397000				3983
MH0305_GL0111277;MH0434_GL0199309;V1.FI04_GL0072092;MH0401_GL0102831	11	0	168.11	6324300000	183600000	883040000	483780000	282900000	383440000	550760000	247650000	317740000	297660000	359400000	700670000	1036100000	341390000	256130000				3984
MH0305_GL0112250;V1.FI13_GL0074802;T2D-65A_GL0063299	6	6	30.744	508160000	50186000	63292000	0	45664000	26693000	14074000	61319000	0	0	16591000	70296000	120610000	39436000	0				3985
MH0305_GL0132651;V1.FI09_GL0092697;MH0253_GL0132688;V1.FI32_GL0173374;O2.UC44-1_GL0009574	3	1	2.7915	135030000	11653000	9543800	13094000	11043000	0	13888000	15590000	0	19201000	0	13298000	9992600	0	17728000				3986
MH0305_GL0135284	4	0	4.258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				3987
V1.UC11-5_GL0043268;MH0389_GL0077107;MH0370_GL0129498;MH0307_GL0011323	1	1	2.2625	48661000	0	0	10655000	0	5809100	9200100	0	12891000	0	10106000	0	0	0	0				3988
T2D-13A_GL0093874;MH0307_GL0096580;MH0006_GL0067753;MH0005_GL0011678;MH0022_GL0015869;MH0426_GL0099801;MH0220_GL0029990;NLF007_GL0099193;T2D-62A_GL0019399;V1.UC11-5_GL0154009;MH0442_GL0257419;V1.UC11-5_GL0051518;MH0203_GL0128147;V1.FI18_GL0007356;O2.CD3-0-PT_GL0040020;O2.UC15-1_GL0081337;V1.FI33_GL0089273;O2.UC46-0_GL0074603;O2.UC37-2_GL0042479;MH0251_GL0141130;MH0188_GL0156468;MH0086_GL0070619;V1.CD17-4_GL0098794;V1.CD12-3_GL0059760;T2D-11A_GL0110004;O2.UC8-2_GL0124650;V1.CD54-0_GL0087836;O2.UC15-1_GL0024625;O2.UC23-2_GL0061553;T2D-157A_GL0038227;DLF012_GL0035020;MH0227_GL0114479;V1.FI07_GL0162274;V1.UC38-4_GL0172751;T2D-33A_GL0071614;V1.CD3-0-PN_GL0092216;V1.UC13-3_GL0134714;V1.UC58-4_GL0087617;SZEY-68A_GL0088641;O2.UC47-2_GL0073762;MH0156_GL0051874;V1.UC53-0_GL0087942;V1.UC26-0_GL0177438;V1.UC17-2_GL0116699;V1.CD2-0-PN_GL0016322;MH0419_GL0054120;MH0372_GL0070116;MH0188_GL0048442;MH0131_GL0158990;O2.UC41-1_GL0162970;MH0087_GL0013478;O2.CD3-0-PT_GL0032285;MH0239_GL0081861;MH0111_GL0046108;MH0006_GL0189213;V1.FI04_GL0113416;O2.UC19-1_GL0022807;O2.CD2-0-PT_GL0092644;742723.HMPREF9477_01793;V1.UC60-0_GL0163902;SZEY-41A_GL0028302;MH0188_GL0062239;V1.CD4-0-PT_GL0050998;MH0433_GL0015063;411467.BACCAP_01054;MH0287_GL0145655;MH0337_GL0146563;O2.UC48-0_GL0196175;V1.CD3-0-PN_GL0056499;V1.CD4-0-PT_GL0017663;MH0345_GL0135677;O2.UC58-2_GL0086744;MH0377_GL0102695;O2.UC48-1_GL0078787;N037A_GL0112588;V1.CD28-0_GL0026550;V1.UC31-4_GL0114785;V1.FI10_GL0091550;O2.UC5-0_GL0042285;O2.UC14-1_GL0078840;O2.UC41-1_GL0021016;V1.CD3-0-PN_GL0022339;ED9A_GL0060524;MH0145_GL0095550;MH0419_GL0184105;MH0212_GL0039760;V1.CD28-0_GL0130977;V1.CD32-0_GL0135965;O2.UC22-0_GL0037986;V1.CD20-4_GL0041082;MH0239_GL0017270;MH0211_GL0144051;MH0212_GL0034414;O2.UC15-0_GL0043865;DLM019_GL0000547;V1.FI08_GL0136090;SZEY-81A_GL0040215;T2D-113A_GL0061064	8	4	25.465	2253600000	50167000	147960000	237670000	63758000	225140000	328170000	62234000	237810000	46775000	201970000	172200000	148180000	266310000	65258000				3989
MH0307_GL0176045;O2.UC15-1_GL0007601;MH0146_GL0025745	12	0	13.629	858450000	21227000	59148000	81899000	40301000	79827000	104020000	46172000	73653000	50645000	66661000	55166000	92191000	58464000	29077000				3990
